,Composer,Composer life dates
,,
601762,"Rands, Bernard",1934
999015,"Rasi, Francesco",1574-1620
435493,"Ratner, Leonard",1916-2011
435503,"Ratti, Bartolomeo",1565-1634
435837,"Ravenscroft, Thomas",1590-1633
436198,"Rawlings, T. A. (Thomas A.)",1775-1850
437257,"Reay, Samuel",1828-1905
437645,"Reda, Siegfried",1916-1968
437792,"Redhead, Alfred",1855-1937
438239,"Reed, Alfred",1921-2005
438824,"Rees, William Thomas",1838-1904
439840,"Regnart, Jacob",1540-1599
441489,"Relfe, John",1763-1837
442007,"Rendall, Edward Davey",1890
442136,"Renner, Joseph, the Elder",1832-1895
442349,"Respighi, Ottorino",1879-1936
444802,"Richards, Brinley",1819-1885
445531,"Richter, Clifford G.",1917-
910256,"Rigatti, Giovanni Antonio",1615-1649
447242,"Rimbault, Edward F. (Edward Francis)",1816-1876
601268,"Rimonte, Pedro",1565-1627
1001190,"Ring, Layton",2019
448212,"Rissland, Karl",1872-1960
450727,"Robinson, Stanford",1904-1984
451031,"Roccia, Dattilo",1570-1617
451139,"Roche, Jerome",1942-1994
451162,"Rocherolle, Eugénie R.",1936-
451312,"Rockstro, W. S. (William Smyth)",1823-1895
911978,"Rodrigo, Joaquín",1901-1999
622808,"Roe, Betty",1930-
807780,"Roff, Joseph",1910-1993
453440,"Roger, Kurt George",1895-1966
453484,Roger-Ducasse,1873-1954
704388,"Romero, Ventura",1913-1994
456226,"Rooper, Jasper Bonfoy",1898-
456486,"Rootham, Cyril",1875-1938
456724,"Rore, Cipriano de",1515-1565
456788,"Rorem, Ned",1923-
921476,"Rossetti, Stefano",1560-1580
899155,"Rossetti, Stefano",1560-1580
458541,"Rossetto, Stefano",1560-1583
926484,"Rossi, Salamone",1570-1630
1002635,"Rota, Andrea",1553-1597
461026,"Rotoli, Augusto",1847-1904
461529,"Roussel, Albert",1869-1937
910534,"Roussel, François",1510-1577
461661,"Rovetta, Giovanni",1596-1668
462430,"Rowley, Alec",1892-1958
462959,"Rubbra, Edmund",1901-1986
463381,"Ruber, Armand",1832-1887
464504,"Ruffo, Vincenzo",1508-1587
464517,"Ruffolo, Lucretio",1550-1612
704392,"Ruiz, Gabriel",1908-1999
464923,"Rummel, Walter Morse",1887-1953
892691,"Rutter, John",1945-
466429,"Ryley, Geoffrey Charles Edward",1900-1947
466613,"Saar, Louis Victor Franz",1868-1937
466750,"Sabbatini, Galeazzo",1597-1662
466797,"Sabin, Wallace A.",1869-1937
466804,"Sabino, Hippolito",1550-1593
466805,"Sabino, Ippolito",1550-1593
466993,"Sacerdote, David",1550-1625
468156,"Saint-Saëns, Camille",1835-1921
468777,"Saladino, Michele",1835-1912
469530,"Salvayre, G.",1847-1916
469606,"Salzedo, Leonard",1921-2000
469876,"Sampson, Godfrey",1902-
471088,"Santa Cruz, Domingo",1899-1987
471146,"Santley, Charles, Sir",1834-1922
471629,"Sarti, Giuseppe",1729-1802
471886,"Sartorius, Paulus",1569-1609
471888,"Sartorius, Thomas",1577-1637
472595,"Savile, Jeremy",1651-1665
472635,"Savioni, Mario",1608-1685
472688,"Sawyer, Frank E.",1896
1004941,"Scacchi, Marco",1600-1687
472927,"Scaletta, Orazio",1550-1630
472974,"Scaramuccia, Filisteo",1580
473122,"Scarlatti, Alessandro",1660-1725
473272,"Scarlatti, Domenico",1685-1757
474453,"Schein, Johann Hermann",1586-1630
25788,"Schickele, Peter",1935-
474796,"Schifrin, Lalo",1932-
1005728,"Schlotel, Brian",1927-
476508,"Schneider, Erwin, Composer of P. F. music",1843-1922
846313,"Schnittke, Alfred",1934-1998
1006318,"Schramm, Melchior",1553-1619
481611,"Schuijt, Cornelis",1557-1616
482056,"Schultz, Johannes",1582-1653
1007948,"Schurmann, Gerard",1924-2020
900045,"Schuyt, Cornelis",1557-1616
1029589,"Schvetz, Heinrich",1585-1672
481530,"Schütz, Heinrich",1585-1672
485305,"Scott, Charles Kennedy",1876-1965
486166,"Scotto, Girolamo",1505-1572
1035535,"Scozzese, Agostino",1550-1584
486895,"Seiber, Mátyás",1905-1960
487005,"Seiffert, Max",1868-1948
487281,"Selby, Bertram Luard",1853-1918
487893,"Senfl, Ludwig",1490-1543
488051,"Serly, Tibor",1901-1978
488178,"Serra, Lluís",1680-1759
490010,"Shaw, James",1842-1907
492231,"Shore, Samuel Royle",1856-1946
493113,"Sibella, Gabriele",1880-
704395,"Simonetti, Achille",1857-1928
495691,"Sistinus, Theodoricus",1593-1625
499808,"Smith, David Stanley",1877-1949
500388,"Smith, Ella May",1896-1978
500626,"Smith, George Frederick",1854-1918
500697,"Smith, Gregg",1931-2016
500845,"Smith, Herbert Arnold",1887-1973
501067,"Smith, John Stafford",1750-1836
869488,"Soderini, Agostino",1575-1607
503738,"Somervell, Arthur",1863-1937
505044,"Soriano, Francesco",1548-1621
505679,"Sowerby, Leo",1895-1968
505820,"Spadi, Giovanni Battista",1609-1624
506611,"Speer, William Henry",1863-1937
506823,"Spencer, Charles Child",1796-1869
506931,"Spencer, Williametta",1932-
508718,"Spontone, Bartolomeo",1530-1592
509293,"Squire, W. H. (William Henry)",1871-1963
509186,"Squire, William Barclay",1855-1927
509398,"Stabile, Pompeo",1560-1583
1011577,"Stachowski, Marek",1936-2004
509506,"Stadlmayr, Johann",1575-1648
509943,"Stainer, John",1840-1901
618423,"Stair, Patty",1869-1926
510947,"Stanford, Charles Villiers",1852-1924
512373,"Steane, Bruce Harry Dennis",1866-1939
1012189,"Steffani, Agostino",1654-1728
513724,"Stephani, Johann",1559-1616
514112,"Stephenson, Thomas Wilkinson",1855-1936
1012291,"Steptoe, Roger",1953-
514405,"Sternfeld, Frederick William",1914-1994
514522,"Stevens, Denis",1922-2004
515120,"Stevenson, John, Sir",1761-1833
515625,"Stewart, H. J. (Humphrey John)",1856-1932
516200,"Stivorio, Francesco",1550-1605
896229,"Stradella, Alessandro",1639-1682
520908,"Strauss, Richard",1864-1949
521206,"Stravinsky, Igor",1882-1971
521655,"Streatfeild, Richard Alexander",1866-1919
522490,"Striggio, Alessandro",1535-1595
522476,"Striggio, Alessandro",1536-1592
1013626,"Strozzi, Barbara",1619-1677
523542,"Subra, Albert",1870-80
524784,"Sullivan, Arthur",1842-1900
525993,"Sutton, Tom",1863-1947
526401,"Sweelinck, Jan Pieterszoon",1562-1621
526536,"Sweeting, Edward Thomas",1863-1930
526903,"Swinstead, Felix",1880-1959
882835,"Taglia, Pietro",1555-65
529334,"Taroni, Antonio",1598-1646
530456,"Taylor, Arthur Melvin",1960-2007
530704,"Taylor, Edward",1784-1863
532971,"Tenaglia, Antonio Francesco",1612-1672
909498,"Terzian, Alicia",1934-
533675,"Textoris, Guglielmo",1566
534881,"Thiman, Eric H. (Eric Harding)",1900-1975
535309,"Thomas, Bernard",1949-
688978,"Thomas, Christopher",1894-
536185,"Thomas, Kurt",1904-1973
624887,"Thomas, Mansel",1909-1986
536489,"Thomas, William Edwin",1867-1946
537176,"Thomson, Alexandra",1863-1958
536544,"Thomé, Francis",1850-1909
540125,"Tippett, Michael",1905-1998
541089,"Tolhurst, Henry",1778-1814
541232,"Tollius, Jan",1550-1603
1044497,"Tomkins, Thomas",1572-1656
541530,"Tomlins, Thomas, the Elder",1800-1825
542110,"Torrance, George William",1835-1907
856783,"Townsend, Douglas",1921-2012
544670,"Tresti, Flaminio",1560-1613
545148,"Tristabocca, Pasquale",1586-1591
1018090,"Trojahn, Manfred",1949-
545296,"Trombetti, Ascanio",1544-1590
545302,"Tromboncino, Bartolomeo",1470-1534
546481,"Turges, Edmund",1450-1507
546580,"Turina, Joaquín",1882-1949
922790,"Turini, Francesco",1589-1656
547047,"Turner, R.",1920-2012
547186,"Turvey, T. Hilton",1837-1878
1018160,"Tučapský, Antonín",1928-2014
547861,"Ugolini, Vincenzo",1570-1638
548344,"Usher, Julia",1945-
549121,"Valenzola, Pietro",1569-1579
583910,"Vaughan Williams, Ralph",1872-1958
1018972,"Vautor, Thomas",1600-1620
899203,"Vecchi, Orazio",1550-1605
551057,"Vecchi, Orfeo",1551-1603
869531,"Veggio, Claudio",1510-1543
551350,"Venturi del Nibbio, Stefano",1592-1600
551349,"Venturi, Stefano",1592-1600
731992,"Vené, Ruggero",1897-1961
1019083,"Verdelot, Philippe",1480-1530
553241,"Verdonck, Cornelius",1563-1625
856896,"Vicentino, Nicola",1511-1576
441903,"Vilbac, Renaud de",1829-1884
555552,"Vinci, Pietro",1525-1584
555569,"Vindella, Giovanni Francesco",1546
555655,"Vinnicombe, William",1834-1907
555770,"Viola, Francesco",1522-1568
556045,"Virchi, Paolo",1551-1610
556231,"Vitali, Filippo",1590-1653
556389,"Vivaldi, Antonio",1678-1741
557198,"Vogt, Hans",1911-1992
558803,"Waddington, Sidney Peirce",1869-1953
923004,"Waelrand, Hubert",1516-1595
1033623,"Waelrant, Hubert",1516-1595
561944,"Walker, Caroline Holme",1863-1955
562017,"Walker, Ernest",1870-1949
852858,"Walker, Robert",1946-
562501,"Wallace, William",1860-1940
563799,"Walmisley, Thomas Attwood",1814-1856
563877,"Walmisley, Thomas Forbes",1783-1866
564406,"Walthew, Richard H. (Richard Henry)",1872-1951
565162,"Ward, Charles Richard",1852-1927
909237,"Ward, John",1571-1638
565828,"Wareing, Herbert Walter",1957-1918
1021605,"Warren, B. (Betty)",1923-
566610,"Warren, Edmund Thomas",1730-1794
566755,"Warren, Joseph",1804-1881
567749,"Watson, Thomas",1555-1592
569309,"Webbe, Samuel",1770-1843
571415,"Weckerlin, J.-B (Jean-Baptiste)",1821-1910
571688,"Weekes, Walter P.",1877-1954
1040413,"Weelkes, Thomas",1575-1623
900386,"Wegener, Margaret",1920-2020
572065,"Weidig, Adolf",1867-1931
573499,"Wellesley, Garrett Colley, Earl of Mornington",1735-1781
574133,"Wendt, Theophil",1874-1951
1022741,"Wert, Giaches de",1535-1596
574860,"Wesley, Samuel",1766-1837
576002,"West, John E. (John Ebenezer)",1863-1929
576028,"West, Teresa I. C.",1805-1886
576356,"Westbrook, W. J. (William Joseph)",1831-1894
577727,"Whelpley, Benjamin Lincoln",1864-1946
578914,"White, Felix Harold",1884-1945
579972,"Whitley, Arthur",1860-1933
844450,"Whythorne, Thomas",1528-1596
581144,"Wigan, Arthur Cleveland",1815-1901
581297,"Wilbye, John",1574-1638
579458,"Wilding-White, Raymond",1922-2001
581827,"Wilkinson, Philip George",1929-2011
1023292,"Willaert, Adrian",1490-1562
582032,"Willan, Healey",1880-1968
875305,"Willeby, Charles",1865-1955
582838,"Williams, Becket",1890-1956
582620,"Williams, Charles Francis Abdy",1855-1923
583452,"Williams, Gerrard",1888-1947
584981,"Williams, William Aubrey",1834-1891
588396,"Wiora, Walter",1906-1997
588514,"Wishart, Peter",1921-1984
590575,"Wolstenholme, W. (William)",1865-1931
590798,"Wood, Charles",1866-1926
849150,"Wood, R. W. (Ralph Walter)",1902-1987
1024554,"Wood, Ralph Walter",1902-1987
592326,"Woods, F. Cunningham (Francis Cunningham)",1862-1929
850280,"Wooldridge, David",1931-1998
807779,"Worth, Amy",1888-1967
900092,"Yonge, Nicholas",1560-1619
596869,"Zanotti, Camillo",1545-1591
596965,"Zarlino, Gioseffo",1517-1590
598665,"Zoilo, Annibale",1537-1592
598667,"Zoilo, Cesare",1584-1622
598868,"Zucca, Mana, pseud",1885-1981
